feature,correlacao_raw,correlacao_log,tipo,coluna_origem,correlacao_usada,abs_correlacao_usada,possivel_vazamento_target
agg__despesas__id__max,0.0648306833348648,0.21915817485498462,numerica,agg__despesas__id__max,0.0648306833348648,0.0648306833348648,False
agg__documentosRelacionados__arquivo__nunique,0.06462796650763547,0.15288658722010232,numerica,agg__documentosRelacionados__arquivo__nunique,0.06462796650763547,0.06462796650763547,False
agg__documentosRelacionados__descricao__nunique,0.06453790819613521,0.15250914777898703,numerica,agg__documentosRelacionados__descricao__nunique,0.06453790819613521,0.06453790819613521,False
agg__itensVencedores__unidadeMedida__nunique,0.06412802917419233,0.18540374668988427,numerica,agg__itensVencedores__unidadeMedida__nunique,0.06412802917419233,0.06412802917419233,True
agg__despesas__funcao__sum,0.06312845158871991,0.18825486413023615,numerica,agg__despesas__funcao__sum,0.06312845158871991,0.06312845158871991,False
proc__modalidade_Concorrência eletrônica,0.06218759192120151,0.16935656704392582,one_hot,proc__modalidade,0.06218759192120151,0.06218759192120151,False
tfidf__proc__objeto__tem,-0.06214310694788268,-0.050228427956461555,tfidf,proc__objeto,-0.06214310694788268,0.06214310694788268,False
tfidf__proc__objeto__tem por,-0.06158326346264536,-0.04763540069734182,tfidf,proc__objeto,-0.06158326346264536,0.06158326346264536,False
proc__dataHomologacao__ordinal,0.061320640850276165,0.19121306729158452,numerica,proc__dataHomologacao__ordinal,0.061320640850276165,0.061320640850276165,False
tfidf__proc__objeto__servicos,0.06125904702031781,0.0361342035693815,tfidf,proc__objeto,0.06125904702031781,0.06125904702031781,False
tfidf__proc__objeto__objetivo,-0.06082372389595693,-0.04449261194875349,tfidf,proc__objeto,-0.06082372389595693,0.06082372389595693,False
"proc__fundamentoLegal_Lei 14133/2021, Art. 6, XXXVIII",0.06049093796922444,0.16328414299983976,one_hot,proc__fundamentoLegal,0.06049093796922444,0.06049093796922444,False
agg__despesas__id__sum,0.06037699886887384,0.1853295650539391,numerica,agg__despesas__id__sum,0.06037699886887384,0.06037699886887384,False
agg__despesas__id__nunique,0.06023555539537546,0.1797050527329243,numerica,agg__despesas__id__nunique,0.06023555539537546,0.06023555539537546,False
proc__dataHomologacao__year,0.059904553795947266,0.19392334180791745,numerica,proc__dataHomologacao__year,0.059904553795947266,0.059904553795947266,False
agg__despesas__acao__sum,0.059770452968553926,0.17445898170543092,numerica,agg__despesas__acao__sum,0.059770452968553926,0.059770452968553926,False
agg__despesas__programa__sum,0.05968815581402985,0.1754552343709877,numerica,agg__despesas__programa__sum,0.05968815581402985,0.05968815581402985,False
agg__despesas__ano__sum,0.05947775585505531,0.1755691099911964,numerica,agg__despesas__ano__sum,0.05947775585505531,0.05947775585505531,False
tfidf__proc__objeto__municipio,0.059414445743317425,0.15351714830470198,tfidf,proc__objeto,0.059414445743317425,0.059414445743317425,False
tfidf__proc__objeto__por objetivo,-0.05897401797983185,-0.04045967783136809,tfidf,proc__objeto,-0.05897401797983185,0.05897401797983185,False
tfidf__proc__objeto__aquisicao,-0.058647908177513336,-0.0813391882283902,tfidf,proc__objeto,-0.058647908177513336,0.058647908177513336,False
agg__itensVencedores__codigo__min,0.05740215957403274,0.06903578770778417,numerica,agg__itensVencedores__codigo__min,0.05740215957403274,0.05740215957403274,True
agg__despesas__numeroElemento__sum,0.05578685885107532,0.17545055234820944,numerica,agg__despesas__numeroElemento__sum,0.05578685885107532,0.05578685885107532,False
proc__numeroProcesso,0.05486512775632983,0.13691560775462255,numerica,proc__numeroProcesso,0.05486512775632983,0.05486512775632983,False
agg__despesas__acao__nunique,0.05481142040324048,0.14914111844979522,numerica,agg__despesas__acao__nunique,0.05481142040324048,0.05481142040324048,False
proc__numeroLicitacao,0.054611058337161504,0.13623664518915488,numerica,proc__numeroLicitacao,0.054611058337161504,0.054611058337161504,False
tfidf__proc__objeto__municipio de,0.05388415733734734,0.1354949101805676,tfidf,proc__objeto,0.05388415733734734,0.05388415733734734,False
agg__despesas__id__mean,0.051934797407724644,0.1796791374949279,numerica,agg__despesas__id__mean,0.051934797407724644,0.051934797407724644,False
agg__despesas__ano__max__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__ano__max,0.05074098358161474,0.05074098358161474,False
agg__despesas__ano__min__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__ano__min,0.05074098358161474,0.05074098358161474,False
agg__despesas__numeroElemento__nunique__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__numeroElemento__nunique,0.05074098358161474,0.05074098358161474,False
agg__despesas__id__sum__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__id__sum,0.05074098358161474,0.05074098358161474,False
agg__despesas__ano__sum__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__ano__sum,0.05074098358161474,0.05074098358161474,False
agg__despesas__ano__mean__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__ano__mean,0.05074098358161474,0.05074098358161474,False
agg__despesas__acao__nunique__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__acao__nunique,0.05074098358161474,0.05074098358161474,False
agg__despesas__subfuncao__nunique__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__subfuncao__nunique,0.05074098358161474,0.05074098358161474,False
agg__despesas__id__nunique__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__id__nunique,0.05074098358161474,0.05074098358161474,False
agg__despesas__programa__nunique__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__programa__nunique,0.05074098358161474,0.05074098358161474,False
agg__despesas__id__min__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__id__min,0.05074098358161474,0.05074098358161474,False
agg__despesas__funcao__nunique__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__funcao__nunique,0.05074098358161474,0.05074098358161474,False
agg__despesas__id__mean__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__id__mean,0.05074098358161474,0.05074098358161474,False
agg__despesas__id__max__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__id__max,0.05074098358161474,0.05074098358161474,False
agg__despesas__orgao__nunique__missing,0.05074098358161474,0.04031642703836744,missing_indicator,agg__despesas__orgao__nunique,0.05074098358161474,0.05074098358161474,False
agg__participantes__itensProposta__id__max,0.05046288409585745,0.1323541023669967,numerica,agg__participantes__itensProposta__id__max,0.05046288409585745,0.05046288409585745,False
agg__participantes__itensProposta__id__mean,0.05041859967698856,0.13210487777272295,numerica,agg__participantes__itensProposta__id__mean,0.05041859967698856,0.05041859967698856,False
agg__documentosRelacionados__tipo__nunique,0.05012900969577913,0.06268234674148726,numerica,agg__documentosRelacionados__tipo__nunique,0.05012900969577913,0.05012900969577913,False
tfidf__proc__objeto__para,-0.04998828581207843,-0.10730442834863253,tfidf,proc__objeto,-0.04998828581207843,0.04998828581207843,False
agg__despesas__subfuncao__max,0.04985095027065783,0.15059844880833329,numerica,agg__despesas__subfuncao__max,0.04985095027065783,0.04985095027065783,False
agg__participantes__itensProposta__id__sum,0.049642371808310354,0.1126882252970051,numerica,agg__participantes__itensProposta__id__sum,0.049642371808310354,0.049642371808310354,False
proc__fundamentoLegal_infrequent_sklearn,0.049563150553266926,0.06762377621228217,one_hot,proc__fundamentoLegal,0.049563150553266926,0.049563150553266926,False
agg__despesas__subfuncao__nunique,0.049461523093961304,0.15638474856888102,numerica,agg__despesas__subfuncao__nunique,0.049461523093961304,0.049461523093961304,False
proc__nomeEntidade_FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CRICIUMA,-0.04917011109307256,-0.16858528675965614,one_hot,proc__nomeEntidade,-0.04917011109307256,0.04917011109307256,False
agg__despesas__count,0.04916578073016174,0.1629934827080632,numerica,agg__despesas__count,0.04916578073016174,0.04916578073016174,False
tfidf__proc__objeto__no,0.049006574556148305,-0.05550772486812149,tfidf,proc__objeto,0.049006574556148305,0.049006574556148305,False
agg__empenhos__valor__mean,0.048946250744823394,0.13250922658957193,numerica,agg__empenhos__valor__mean,0.048946250744823394,0.048946250744823394,False
agg__participantes__itensProposta__situacao__credenciado__count__missing,-0.04881717068643207,0.11874354232381666,missing_indicator,agg__participantes__itensProposta__situacao__credenciado__count,-0.04881717068643207,0.04881717068643207,False
agg__despesas__ano__max,0.04841133286428979,0.23214950942563234,numerica,agg__despesas__ano__max,0.04841133286428979,0.04841133286428979,False
agg__despesas__subfuncao__max__missing,0.04779641318429898,0.027539146547253177,missing_indicator,agg__despesas__subfuncao__max,0.04779641318429898,0.04779641318429898,False
agg__despesas__subfuncao__min__missing,0.04779641318429898,0.027539146547253177,missing_indicator,agg__despesas__subfuncao__min,0.04779641318429898,0.04779641318429898,False
agg__despesas__acao__min__missing,0.04779641318429898,0.027539146547253177,missing_indicator,agg__despesas__acao__min,0.04779641318429898,0.04779641318429898,False
agg__despesas__acao__max__missing,0.04779641318429898,0.027539146547253177,missing_indicator,agg__despesas__acao__max,0.04779641318429898,0.04779641318429898,False
agg__despesas__funcao__mean__missing,0.04779641318429898,0.027539146547253177,missing_indicator,agg__despesas__funcao__mean,0.04779641318429898,0.04779641318429898,False
agg__despesas__funcao__min__missing,0.04779641318429898,0.027539146547253177,missing_indicator,agg__despesas__funcao__min,0.04779641318429898,0.04779641318429898,False
